1	-2.60209e-17	-4.16334e-17	1.80411e-16	-9.02056e-17	2.53161e-17	4.64906e-16	-8.32667e-17	-1.59595e-16	-3.40006e-16	6.07153e-17	-9.71445e-17	-3.17454e-16	6.46184e-17	1.80411e-16	2.498e-16	8.89046e-18	-1.11022e-16	1.7434e-16	-5.20417e-18	5.47739e-16	-2.01228e-16	9.19403e-17	-6.245e-17	1.35308e-16	-4.27176e-17	-6.93889e-17	1.94289e-16	5.20417e-18	2.28983e-16	-5.89806e-17	4.42354e-17	-7.63278e-17	-5.41234e-16	-6.50521e-16	-1.13624e-16	-7.17742e-17	7.94503e-16	4.16334e-17	2.74086e-16	-2.08167e-16	1.66533e-16	-5.27356e-16	1.96024e-16	-8.32667e-17	-1.04083e-17	1.62197e-16	2.09793e-17	-2.78423e-16	-2.82916e-16	-4.14707e-17	2.38958e-16	-2.54137e-16	-2.42861e-16	1.84314e-18	-3.31766e-17	7.54605e-17	-2.39988e-16	-1.77809e-17	-8.34095e-17	-1.26852e-17	4.68375e-17	-3.1225e-17	-1.30104e-18	1.82146e-17	1.69136e-17	4.33681e-18	-5.0307e-17	-1.73472e-16	1.38778e-17	1.30104e-16	-9.02056e-17	-7.80626e-18	1.01752e-16	1.56125e-16	-5.55112e-17	-6.9931e-18	2.05592e-17	-2.60209e-18	3.11708e-19	1.34062e-16	-4.7037e-17	2.14672e-17	1.9082e-17	2.15043e-17	1.83447e-16	3.29326e-17	-1.21318e-16
3.46945e-17	1	1.59595e-16	-1.31839e-16	-1.66533e-16	-5.20417e-17	-4.16334e-16	2.28983e-16	-1.10155e-16	2.56739e-16	5.96745e-16	-1.73472e-16	9.71445e-17	1.23165e-16	5.20417e-17	-3.81639e-16	5.94143e-17	6.93889e-18	9.28077e-17	-3.60822e-16	3.9118e-16	3.33067e-16	2.35922e-16	1.49186e-16	-6.80012e-16	-6.41848e-17	1.11022e-16	-2.91434e-16	-2.15106e-16	2.77556e-17	-3.747e-16	1.14492e-16	1.11022e-16	1.66533e-16	-1.11022e-16	1.16226e-16	2.15106e-16	3.29597e-16	-5.55112e-17	1.30581e-15	1.73472e-16	6.17562e-16	1.79544e-16	4.35416e-16	3.46945e-17	-1.63064e-16	-9.71445e-17	1.16226e-16	-5.19814e-16	5.8902e-16	6.29244e-17	-3.43692e-17	2.87964e-16	3.98336e-16	9.6494e-18	1.31839e-16	-8.37004e-17	-2.81164e-16	-4.2067e-17	-2.31531e-16	-8.32667e-17	-7.97973e-17	2.46331e-16	9.02056e-17	-4.16334e-17	1.04083e-16	-3.72966e-17	-9.71445e-17	4.85723e-16	-4.81386e-17	-4.51028e-17	-2.60209e-18	4.98733e-18	5.11743e-17	9.61145e-17	1.17528e-16	4.05221e-18	-2.77446e-17	9.40003e-17	-2.08404e-17	-4.10795e-16	1.10267e-17	2.33781e-17	-9.97466e-17	-2.55889e-18	-4.19803e-16	2.25811e-16	-4.90393e-16
-2.01228e-16	1.66533e-16	1	-2.67527e-16	-6.76542e-17	1.26635e-16	-4.51028e-16	-9.19403e-17	7.71952e-17	2.77556e-16	4.61436e-16	-2.91434e-16	-3.50848e-16	-7.45931e-17	3.20924e-16	3.88578e-16	1.07553e-16	-6.245e-17	2.90187e-16	1.38778e-17	-3.7817e-16	6.66134e-16	3.46945e-18	3.29597e-17	-1.40513e-16	-1.73472e-16	3.16587e-17	-8.67362e-17	-4.68375e-17	1.52656e-16	-2.498e-16	-4.23273e-16	1.38778e-17	4.64906e-16	7.97973e-17	1.31839e-16	-2.42861e-16	2.80158e-16	1.80411e-16	2.77014e-17	6.245e-17	-3.29597e-17	2.94903e-17	8.58688e-17	1.249e-16	6.67869e-17	2.08167e-17	8.61941e-18	-2.2504e-16	4.4825e-18	-1.45093e-16	5.63785e-18	-4.85723e-16	-1.06252e-16	-9.36751e-17	4.10235e-17	2.9924e-17	-2.11419e-16	-3.19189e-16	-6.03452e-17	2.60209e-18	1.56125e-17	1.23165e-16	7.97973e-17	-1.01915e-17	-7.11237e-17	5.07407e-17	8.67362e-19	9.36751e-17	1.22515e-17	-2.60209e-17	-1.38778e-17	-2.60209e-17	-8.23994e-18	-3.67545e-17	2.67798e-17	-2.96584e-16	-6.82166e-17	-4.41135e-18	6.05835e-18	7.89875e-17	-1.19037e-16	2.0383e-17	5.3668e-18	3.06689e-16	-3.1225e-17	8.21855e-18	-5.0034e-17
-1.31839e-16	9.02056e-17	-2.40476e-16	1	-7.66748e-16	3.747e-16	1.41553e-15	3.747e-16	-7.11237e-16	-8.67362e-17	-4.30211e-16	5.68989e-16	2.89699e-16	-2.91434e-16	-4.57967e-16	3.747e-16	-3.29597e-17	-3.60822e-16	8.76035e-17	-2.08167e-17	-3.30899e-16	-6.93889e-18	-1.17961e-16	-3.322e-16	1.63064e-16	3.83808e-16	3.67761e-16	7.37257e-18	3.05311e-16	-2.1684e-16	-2.08167e-16	7.63278e-17	5.55112e-17	-9.71445e-17	1.52656e-16	-3.46945e-18	-2.04697e-16	1.28966e-16	-9.02056e-17	1.45717e-16	2.08167e-16	-1.11022e-16	2.3332e-16	-1.12757e-17	2.08167e-16	3.98119e-16	1.5439e-16	1.52114e-16	1.43819e-16	6.84911e-17	7.61652e-18	-7.80626e-17	5.13478e-16	3.29597e-16	6.59195e-17	2.77556e-17	-1.21431e-17	-1.99493e-17	-2.77556e-17	-1.3993e-16	-2.8276e-16	-2.81025e-16	2.39392e-16	3.05311e-16	-8.88178e-16	1.59595e-16	-1.1189e-16	3.76435e-16	3.67761e-16	9.19403e-17	1.59595e-16	-1.04083e-17	1.30104e-17	5.11743e-17	-1.40079e-16	3.96384e-16	-9.37835e-18	3.66189e-17	-3.46945e-18	-2.37711e-17	3.32213e-16	1.67929e-16	7.97973e-17	-2.38091e-16	-9.45475e-17	-3.88144e-16	2.06923e-16	4.02425e-16
8.32667e-17	-3.19189e-16	5.20417e-18	-7.77156e-16	1	7.97973e-16	-5.55112e-17	2.66931e-15	-3.75047e-15	-3.59782e-15	-6.30052e-15	3.19883e-15	2.26902e-15	1.98452e-15	-2.6229e-15	1.86667e-15	-8.39172e-16	-3.17801e-15	-2.56305e-15	6.80012e-16	6.88685e-16	6.245e-16	-3.7817e-16	-4.09395e-16	4.61436e-16	4.13298e-16	4.996e-16	-1.47451e-16	4.89192e-16	-3.67761e-16	2.22045e-16	-4.30211e-16	4.16334e-16	-6.83481e-16	-1.80411e-16	-8.67362e-17	2.18575e-16	-1.27155e-15	-3.46945e-17	-2.44076e-15	-2.18575e-16	1.58727e-16	-3.60822e-16	6.245e-17	1.80411e-16	-1.21431e-16	-1.5439e-16	1.20346e-16	7.25413e-16	5.95664e-16	1.18449e-17	-4.78784e-16	-1.80411e-16	6.93889e-18	-2.60209e-18	-2.77556e-17	-3.46945e-17	-1.64257e-16	8.67362e-17	1.73996e-16	4.7358e-16	-4.0766e-16	-1.73689e-16	-5.60316e-16	-2.08167e-17	3.43475e-16	-2.55004e-16	5.55112e-17	-4.09395e-16	-5.43727e-17	1.249e-16	2.498e-16	2.94903e-17	3.46945e-17	3.03577e-17	1.661e-16	-1.61546e-17	-3.48571e-17	-8.97584e-17	-4.21636e-17	-5.72981e-16	3.06003e-16	1.76942e-16	2.47198e-17	-1.95123e-17	2.14997e-16	7.0856e-17	-5.38695e-16
1.61546e-17	-1.04083e-17	1.21431e-16	2.39392e-16	4.96131e-16	1	-7.70217e-16	1.27676e-15	-4.05925e-16	-5.35162e-16	-2.08167e-17	5.39499e-16	2.88398e-16	-2.08167e-16	-6.93889e-17	2.44596e-16	9.36751e-17	-3.64292e-16	-2.17708e-16	8.47033e-17	-1.73472e-17	-2.77556e-17	-1.17961e-16	-2.06432e-16	1.80411e-16	1.53523e-16	3.33067e-16	2.34188e-17	7.97973e-17	2.22045e-16	6.70037e-17	1.11022e-16	3.60822e-16	-2.60209e-17	-2.77556e-17	-2.01662e-17	8.50015e-17	0	1.11022e-16	3.05311e-16	1.73472e-17	-1.47451e-16	-9.88792e-17	1.59595e-16	6.93889e-18	-3.1225e-17	4.51028e-17	-1.05276e-16	-6.23687e-17	3.43723e-16	2.57362e-17	9.61037e-16	2.77556e-17	2.41127e-16	2.38524e-18	-1.25767e-17	-3.46945e-17	-4.65665e-17	1.38778e-17	1.12757e-17	8.41341e-17	5.13478e-16	2.13046e-16	-8.20741e-16	4.79217e-17	-4.04191e-16	2.9165e-17	3.29597e-17	-7.97973e-17	-4.13081e-17	-2.25514e-17	1.37911e-16	4.77049e-18	3.64292e-17	2.68882e-17	9.71445e-17	3.57787e-18	-4.20128e-18	1.69678e-17	6.43496e-16	-2.30942e-16	6.97176e-17	-4.69243e-16	9.41087e-17	1.69152e-18	-4.42354e-17	-5.26863e-17	-5.64331e-16
4.30211e-16	-1.249e-16	-5.48173e-16	1.1241e-15	-9.02056e-17	-9.15934e-16	1	9.4369e-16	-1.81105e-15	-1.3739e-15	-2.54961e-15	1.04083e-15	8.74301e-16	8.88178e-16	-1.00354e-15	9.99201e-16	-4.55365e-16	-1.42941e-15	-1.03736e-15	0	1.65232e-16	4.30211e-16	-1.38778e-16	-7.63278e-17	7.63278e-17	5.85469e-17	-3.71231e-16	-1.03894e-16	1.45717e-16	6.93889e-17	2.56739e-16	2.37657e-16	-1.56125e-16	-7.63278e-17	8.32667e-17	1.21431e-16	9.54098e-17	-8.46545e-16	-1.40513e-16	9.62772e-17	3.08781e-16	7.63278e-17	6.93889e-18	3.7817e-16	-4.77049e-17	-1.84748e-16	-1.73472e-18	5.85469e-17	1.24629e-16	3.18135e-16	-3.37729e-17	-2.11636e-16	2.59341e-16	-3.29597e-16	2.77556e-16	-6.76542e-17	-1.07553e-16	-9.81203e-18	-4.71845e-16	-1.20346e-17	-3.72966e-17	1.73472e-17	3.46945e-18	2.39392e-16	2.94903e-16	6.66134e-16	-3.21249e-16	-9.35016e-16	-3.88578e-16	-1.23165e-16	3.90313e-17	1.11022e-16	2.68882e-17	1.70003e-16	5.15213e-16	-8.67362e-18	-3.40711e-17	-2.55906e-17	4.79787e-16	7.2506e-19	-4.07225e-16	1.00221e-17	-1.02002e-15	1.65666e-16	2.21872e-17	1.17961e-16	-1.01006e-16	-4.95862e-16
1.17961e-16	2.63678e-16	-1.73472e-17	2.84495e-16	2.58691e-15	1.24206e-15	1.24206e-15	1	9.79772e-15	8.09075e-15	1.2372e-14	-5.51404e-15	-4.71845e-15	-2.3731e-15	2.28983e-15	-6.6197e-15	5.78704e-15	1.11681e-14	1.4792e-14	1.81626e-15	-4.8312e-16	-2.00534e-15	-2.18575e-16	1.04257e-15	-2.84495e-16	3.26128e-16	-1.06339e-15	-2.08167e-16	-8.1532e-17	-7.28584e-17	1.54824e-16	-1.9984e-15	1.97455e-15	-3.05311e-16	9.54098e-17	5.20417e-17	-2.6628e-16	-1.35308e-16	9.78384e-16	6.93889e-17	2.498e-16	1.84748e-16	6.245e-17	4.16334e-16	-6.93889e-17	-3.93782e-16	2.25514e-16	-1.64473e-16	-8.30309e-16	-4.87837e-16	2.31315e-16	-1.00614e-16	-4.85723e-17	-2.02963e-16	-7.44305e-16	-1.76074e-16	-2.68015e-16	-1.99927e-16	1.52222e-16	1.83501e-16	-1.78677e-16	3.27863e-16	-1.4086e-15	-4.05925e-16	-4.97866e-16	-2.64285e-15	-3.40223e-16	2.48933e-16	1.38778e-16	2.25514e-16	-6.07153e-17	6.01299e-16	2.31802e-16	-2.25514e-17	-6.93889e-17	3.72966e-16	3.66948e-16	-1.74258e-16	-4.94396e-17	1.64169e-16	5.30697e-16	8.69056e-17	5.89806e-17	-1.38778e-16	2.38812e-17	-2.74954e-16	4.3044e-16	4.68502e-16
2.15106e-16	-2.81893e-16	9.97466e-17	-8.95117e-16	-3.80598e-15	-3.90313e-16	-1.67227e-15	9.6867e-15	1	-2.328e-14	-3.37664e-14	1.11196e-14	1.15498e-14	1.2372e-14	-8.78464e-15	1.48811e-14	-8.62982e-15	-2.07975e-14	-2.56555e-14	6.80012e-16	1.76074e-15	8.74301e-15	7.97973e-17	-1.9082e-15	3.21618e-15	1.44676e-15	-4.71845e-16	-8.25728e-16	3.08781e-16	2.32453e-16	2.13828e-16	-4.16334e-17	-1.07553e-15	-6.15176e-16	8.14453e-16	2.63678e-16	-3.9118e-16	2.12222e-15	4.3715e-16	-5.10009e-15	-1.66533e-15	-7.28584e-16	2.56739e-16	-6.52256e-16	2.01228e-16	-8.84709e-16	5.75928e-16	-5.30392e-16	3.91912e-16	-8.62219e-16	-1.03053e-16	3.11383e-16	-3.67761e-16	3.51715e-16	6.01082e-16	3.63425e-16	1.76942e-16	-2.73707e-16	2.18575e-16	-8.05291e-17	1.87914e-15	-2.59341e-15	2.7027e-15	-9.19403e-17	2.37657e-16	4.38018e-16	-4.64039e-16	-4.60244e-17	5.85469e-17	-4.24574e-16	2.01228e-16	3.66027e-16	-2.00361e-16	-2.50668e-16	1.08203e-16	-2.6422e-16	-2.23061e-16	6.43704e-16	1.27827e-16	-2.20821e-16	-8.76475e-16	-6.01531e-16	-9.54098e-17	2.50668e-16	-1.24892e-16	-1.42247e-16	1.12066e-15	1.66005e-15
2.77556e-16	3.1572e-16	3.29597e-16	-3.46945e-17	-3.92048e-15	-5.408e-16	-1.36696e-15	8.36137e-15	-2.33424e-14	1	-1.02956e-14	-1.96024e-15	6.76542e-17	5.14172e-15	-4.59528e-15	9.3224e-15	-4.6412e-15	-1.02245e-14	-1.32329e-14	3.03121e-15	2.54484e-15	3.99333e-15	-8.60423e-16	3.34802e-16	-4.83554e-17	1.72085e-15	-2.7929e-16	5.86337e-16	5.9501e-16	1.17961e-16	-9.15067e-17	-1.08247e-15	2.11983e-15	6.245e-17	-6.52256e-16	-3.92048e-16	2.37657e-16	4.51028e-17	-1.14492e-16	4.0766e-15	-7.84095e-16	-1.79023e-15	-8.11851e-16	-2.8276e-16	5.75928e-16	-5.96745e-16	-7.91034e-16	-2.27547e-16	-1.46328e-15	1.28813e-15	1.55773e-16	-1.9559e-16	6.34041e-16	2.12937e-16	-2.05526e-15	1.43115e-16	-4.79217e-17	8.48117e-16	2.24809e-16	3.65918e-18	2.86175e-16	-1.01481e-15	2.73219e-16	-1.76421e-15	-8.84709e-17	-1.81972e-15	1.4138e-16	4.02456e-16	3.1572e-16	-3.1225e-17	-1.36176e-16	-2.18575e-16	4.03323e-17	7.78457e-16	-9.88792e-17	8.10983e-16	7.04325e-16	-2.30501e-16	-1.9597e-16	2.27381e-16	-4.91408e-16	-2.52755e-17	3.35669e-16	-2.72352e-16	-4.98309e-17	-3.13334e-16	8.90895e-16	-7.9821e-16
